region	chr	midPos	Nsites
(20,206)(151231,151421)(150000,200000)	JASDQU010014943.1	175000	188	0.037529
(950,1072)(125044,125182)(100000,150000)	JASDQU010014962.1	125000	124	0.023811
(53,1398)(186786,188137)(150000,200000)	JASDQU010014976.1	175000	1347	0.734850
(1399,1453)(276864,276932)(250000,300000)	JASDQU010014976.1	275000	56	0.016820
(1454,7879)(338640,345955)(300000,350000)	JASDQU010014976.1	325000	6427	0.704730
(7880,8665)(391285,392469)(350000,400000)	JASDQU010014976.1	375000	787	0.465766
(341,2665)(67673,93486)(50000,100000)	JASDQU010025279.1	75000	2326	0.127623
(955,992)(112788,112842)(100000,150000)	JASDQU010026322.1	125000	39	0.173828
(354,2935)(53597,62152)(50000,100000)	JASDQU010026439.1	75000	2583	0.156309
(795,914)(111750,111874)(100000,150000)	JASDQU010026764.1	125000	121	0.074410
(1446,3088)(53246,54942)(50000,100000)	JASDQU010026955.1	75000	1644	0.635918
(2740,3249)(50560,51076)(50000,100000)	JASDQU010027415.1	75000	511	0.688479
(248,916)(51253,51930)(50000,100000)	JASDQU010027508.1	75000	670	-0.002691
(614,1468)(57834,77246)(50000,100000)	JASDQU010027586.1	75000	856	-0.002138
(114,922)(78516,79328)(50000,100000)	JASDQU010027663.1	75000	810	0.453338
(426,834)(84290,84716)(50000,100000)	JASDQU010027683.1	75000	410	0.004772
(1660,2683)(50000,51037)(50000,100000)	JASDQU010027695.1	75000	1025	0.534297
(830,980)(52072,52222)(50000,100000)	JASDQU010027878.1	75000	152	-0.000533
(2185,2862)(50000,53227)(50000,100000)	JASDQU010029920.1	75000	679	0.324951
(246,313)(53172,53418)(50000,100000)	JASDQU010029938.1	75000	69	0.036192
(131,425)(70984,71357)(50000,100000)	JASDQU010031406.1	75000	296	0.145135
(8196,9264)(53318,57155)(50000,100000)	JASDQU010031787.1	75000	1070	0.115253
(10,495)(53910,54412)(50000,100000)	JASDQU010031990.1	75000	487	0.352885
(811,1033)(270399,270759)(250000,300000)	JASDQU010095189.1	275000	224	0.082552
(1089,3913)(50000,54514)(50000,100000)	JASDQU010096084.1	75000	2826	0.447688
(138,1580)(50000,51550)(50000,100000)	JASDQU010098651.1	75000	1444	0.182843
(5757,11054)(164609,174788)(150000,200000)	JASDQU010099703.1	175000	5299	0.266105
(128,1434)(237093,238446)(200000,250000)	JASDQU010099705.1	225000	1308	0.141299
(1435,1535)(410433,410651)(400000,450000)	JASDQU010099705.1	425000	102	0.088650
(1536,2089)(493363,494540)(450000,500000)	JASDQU010099705.1	475000	555	0.160902
(2090,2211)(888022,888143)(850000,900000)	JASDQU010099705.1	875000	123	0.021604
(1018,1091)(262934,263013)(250000,300000)	JASDQU010099706.1	275000	75	0.047670
(1092,1470)(423118,423516)(400000,450000)	JASDQU010099706.1	425000	380	0.440820
(679,707)(672141,672184)(650000,700000)	JASDQU010099713.1	675000	30	0.916774
(708,2602)(797558,799581)(750000,800000)	JASDQU010099713.1	775000	1896	0.546229
(2603,3447)(848054,848912)(800000,850000)	JASDQU010099713.1	825000	846	0.391460
(399,1249)(408767,415048)(400000,450000)	JASDQU010099716.1	425000	852	0.378934
(1250,1385)(452160,452297)(450000,500000)	JASDQU010099716.1	475000	137	0.033275
(1386,4425)(508158,530994)(500000,550000)	JASDQU010099716.1	525000	3041	0.582800
(4426,4479)(554612,554750)(550000,600000)	JASDQU010099716.1	575000	55	0.042160
(267,811)(605490,606038)(600000,650000)	JASDQU010099717.1	625000	546	0.387167
(126,172)(93387,93436)(50000,100000)	JASDQU010099720.1	75000	48	0.078765
(173,1644)(102884,138391)(100000,150000)	JASDQU010099720.1	125000	1473	0.648297
(1645,1845)(242511,242737)(200000,250000)	JASDQU010099720.1	225000	202	0.513223
(1846,7791)(257342,289814)(250000,300000)	JASDQU010099720.1	275000	5947	0.342669
(7792,8919)(311271,334427)(300000,350000)	JASDQU010099720.1	325000	1129	0.130014
(8920,9357)(597244,597739)(550000,600000)	JASDQU010099720.1	575000	439	0.826827
(9358,11772)(745871,748427)(700000,750000)	JASDQU010099720.1	725000	2416	0.567661
(528,1242)(743628,745630)(700000,750000)	JASDQU010099722.1	725000	716	0.492707
(1243,2020)(763165,763973)(750000,800000)	JASDQU010099722.1	775000	779	0.542097
(587,968)(152947,153513)(150000,200000)	JASDQU010099723.1	175000	383	0.127834
(969,1231)(242773,243043)(200000,250000)	JASDQU010099723.1	225000	264	0.147462
(1232,1500)(299699,299980)(250000,300000)	JASDQU010099723.1	275000	270	0.022858
(268,515)(95286,95658)(50000,100000)	JASDQU010099725.1	75000	249	0.534427
(516,1450)(116402,117366)(100000,150000)	JASDQU010099725.1	125000	936	0.592221
(1996,2320)(50853,51368)(50000,100000)	JASDQU010099729.1	75000	326	0.203497
(2321,2683)(141781,142191)(100000,150000)	JASDQU010099729.1	125000	364	0.265832
(507,539)(236383,236442)(200000,250000)	JASDQU010099734.1	225000	34	0.073504
(540,1292)(264801,265555)(250000,300000)	JASDQU010099734.1	275000	754	0.207364
(1117,1241)(244514,244733)(200000,250000)	JASDQU010099735.1	225000	126	0.238900
(1242,1254)(313018,313057)(300000,350000)	JASDQU010099735.1	325000	14	0.107934
(1255,1794)(422056,422645)(400000,450000)	JASDQU010099735.1	425000	541	0.604248
(1795,1871)(891658,891737)(850000,900000)	JASDQU010099735.1	875000	78	0.016733
(939,4387)(382790,386259)(350000,400000)	JASDQU010099737.1	375000	3450	0.777149
(484,3063)(166481,169557)(150000,200000)	JASDQU010099741.1	175000	2581	0.180187
(5367,5767)(254934,255445)(250000,300000)	JASDQU010099745.1	275000	402	0.092058
(5768,6429)(337259,337926)(300000,350000)	JASDQU010099745.1	325000	663	0.161962
(6430,6618)(438286,442873)(400000,450000)	JASDQU010099745.1	425000	190	0.703952
(6619,7068)(456040,456494)(450000,500000)	JASDQU010099745.1	475000	451	0.497665
(95,934)(366401,382177)(350000,400000)	JASDQU010099747.1	375000	841	0.333589
(650,880)(178789,179302)(150000,200000)	JASDQU010099750.1	175000	232	0.013588
(363,396)(216978,217016)(200000,250000)	JASDQU010099752.1	225000	35	0.199512
(397,816)(254065,264159)(250000,300000)	JASDQU010099752.1	275000	421	0.102348
(817,2830)(612465,614506)(600000,650000)	JASDQU010099752.1	625000	2015	0.447079
(2831,2837)(941274,941281)(900000,950000)	JASDQU010099752.1	925000	8	0.042187
(678,1045)(200179,242602)(200000,250000)	JASDQU010099753.1	225000	369	0.045231
(1046,1081)(254481,254525)(250000,300000)	JASDQU010099753.1	275000	37	0.150682
(1082,1624)(495028,498774)(450000,500000)	JASDQU010099753.1	475000	544	0.327029
(1625,2347)(510332,511072)(500000,550000)	JASDQU010099753.1	525000	724	0.400429
(2348,3085)(717772,718525)(700000,750000)	JASDQU010099753.1	725000	739	0.328173
(3086,3097)(1084486,1088235)(1050000,1100000)	JASDQU010099753.1	1075000	13	0.066800
(608,1728)(234174,242097)(200000,250000)	JASDQU010099755.1	225000	1122	0.547639
(102,507)(254990,255438)(250000,300000)	JASDQU010099758.1	275000	407	0.188207
(128,421)(441740,442038)(400000,450000)	JASDQU010099759.1	425000	295	0.051974
(422,558)(553534,553922)(550000,600000)	JASDQU010099759.1	575000	138	0.041003
(559,1755)(870703,890116)(850000,900000)	JASDQU010099759.1	875000	1198	0.357664
(1318,1431)(149242,149409)(100000,150000)	JASDQU010099761.1	125000	115	0.073736
(1432,1589)(166160,166408)(150000,200000)	JASDQU010099761.1	175000	159	0.168814
(104,110)(370745,370752)(350000,400000)	JASDQU010099762.1	375000	8	0.047076
(140,571)(359789,374121)(350000,400000)	JASDQU010099763.1	375000	433	0.070367
(572,622)(448861,448913)(400000,450000)	JASDQU010099763.1	425000	52	0.943407
(36,340)(86759,87319)(50000,100000)	JASDQU010099769.1	75000	306	0.027196
(341,1854)(117970,120730)(100000,150000)	JASDQU010099769.1	125000	1515	0.145234
(1855,3148)(209201,239027)(200000,250000)	JASDQU010099769.1	225000	1295	0.150264
(373,448)(176543,176626)(150000,200000)	JASDQU010099770.1	175000	77	0.250979
(449,1430)(408647,415982)(400000,450000)	JASDQU010099770.1	425000	983	0.061492
(1431,1637)(543703,543954)(500000,550000)	JASDQU010099770.1	525000	208	0.030562
(1638,1702)(890676,890755)(850000,900000)	JASDQU010099770.1	875000	66	0.079173
(1703,1835)(1000242,1000618)(1000000,1050000)	JASDQU010099770.1	1025000	134	0.244791
(512,800)(153769,154069)(150000,200000)	JASDQU010099771.1	175000	290	0.406032
(1232,1529)(100000,100299)(100000,150000)	JASDQU010099775.1	125000	299	0.369147
(508,3213)(164738,199489)(150000,200000)	JASDQU010099776.1	175000	2707	0.626359
(3214,3372)(220483,225625)(200000,250000)	JASDQU010099776.1	225000	160	0.037846
(3373,3400)(490173,490231)(450000,500000)	JASDQU010099776.1	475000	29	0.083066
(3401,11353)(511267,529006)(500000,550000)	JASDQU010099776.1	525000	7954	0.529452
(3764,4263)(79767,80502)(50000,100000)	JASDQU010099777.1	75000	501	0.011626
(4264,4426)(426842,427025)(400000,450000)	JASDQU010099777.1	425000	164	0.208372
(973,1070)(461967,462073)(450000,500000)	JASDQU010099780.1	475000	99	0.090258
(1071,1189)(572226,572357)(550000,600000)	JASDQU010099780.1	575000	120	0.172398
(814,820)(199684,199691)(150000,200000)	JASDQU010099791.1	175000	8	0.045312
(3746,7046)(117434,126887)(100000,150000)	JASDQU010099796.1	125000	3302	0.756296
(704,1214)(224827,225472)(200000,250000)	JASDQU010099797.1	225000	512	0.050344
(1215,1377)(379615,379782)(350000,400000)	JASDQU010099797.1	375000	164	0.043523
(158,2945)(488512,499554)(450000,500000)	JASDQU010099799.1	475000	2789	0.437015
(2946,3314)(686340,686720)(650000,700000)	JASDQU010099799.1	675000	370	0.022235
(3315,3441)(759572,759878)(750000,800000)	JASDQU010099799.1	775000	128	0.068726
(129,804)(168946,182455)(150000,200000)	JASDQU010099800.1	175000	677	0.062451
(805,1981)(453661,456858)(450000,500000)	JASDQU010099800.1	475000	1178	0.013075
(1982,2026)(835426,835484)(800000,850000)	JASDQU010099800.1	825000	46	0.088696
(2222,2692)(186599,187101)(150000,200000)	JASDQU010099802.1	175000	472	0.586644
(387,577)(372893,373115)(350000,400000)	JASDQU010099814.1	375000	192	0.390731
(760,1694)(204784,215055)(200000,250000)	JASDQU010099818.1	225000	936	0.293069
(1695,2621)(332348,347712)(300000,350000)	JASDQU010099818.1	325000	928	0.030467
(2622,2850)(467687,468760)(450000,500000)	JASDQU010099818.1	475000	230	0.029219
(2851,3122)(519267,522551)(500000,550000)	JASDQU010099818.1	525000	273	0.829466
(129,312)(371396,371603)(350000,400000)	JASDQU010099819.1	375000	185	0.050679
(313,2594)(411224,414816)(400000,450000)	JASDQU010099819.1	425000	2283	0.403529
(3443,4283)(148983,149835)(100000,150000)	JASDQU010099827.1	125000	842	0.015831
(4284,4873)(261614,299999)(250000,300000)	JASDQU010099827.1	275000	591	0.273783
(4874,5051)(300000,310224)(300000,350000)	JASDQU010099827.1	325000	179	0.225467
(1400,1928)(531678,532269)(500000,550000)	JASDQU010099828.1	525000	530	0.795048
(1929,1958)(846987,847023)(800000,850000)	JASDQU010099828.1	825000	31	0.097865
(1959,2897)(1162401,1163353)(1150000,1200000)	JASDQU010099828.1	1175000	940	0.819338
(2898,3722)(1296928,1297924)(1250000,1300000)	JASDQU010099828.1	1275000	826	0.030626
(3723,5030)(1540260,1541592)(1500000,1550000)	JASDQU010099828.1	1525000	1309	0.328209
(454,596)(392035,392424)(350000,400000)	JASDQU010099831.1	375000	144	0.023150
(597,1069)(407875,408360)(400000,450000)	JASDQU010099831.1	425000	474	0.639197
(2342,3050)(229030,230677)(200000,250000)	JASDQU010099844.1	225000	710	0.561894
(3051,3374)(266820,267220)(250000,300000)	JASDQU010099844.1	275000	325	0.454164
(3375,3782)(312015,312529)(300000,350000)	JASDQU010099844.1	325000	409	0.456962
(3783,4732)(385447,386397)(350000,400000)	JASDQU010099844.1	375000	951	0.371101
(4733,5725)(448369,449429)(400000,450000)	JASDQU010099844.1	425000	994	0.399016
(104,125)(151864,151931)(150000,200000)	JASDQU010099846.1	175000	23	0.075378
(126,1427)(328491,342244)(300000,350000)	JASDQU010099846.1	325000	1303	0.046623
(1428,1814)(389228,389757)(350000,400000)	JASDQU010099846.1	375000	388	0.067462
(1815,2668)(442535,443391)(400000,450000)	JASDQU010099846.1	425000	855	0.267220
(93,118)(53158,53203)(50000,100000)	JASDQU010099847.1	75000	27	0.317964
(119,507)(203853,204332)(200000,250000)	JASDQU010099847.1	225000	390	0.471252
(508,544)(273331,273378)(250000,300000)	JASDQU010099847.1	275000	38	0.108885
(1798,2768)(114866,115862)(100000,150000)	JASDQU010099848.1	125000	972	0.362663
(679,880)(480121,480394)(450000,500000)	JASDQU010099849.1	475000	203	0.530411
(881,1482)(532776,533389)(500000,550000)	JASDQU010099849.1	525000	603	0.305017
(358,1071)(106134,106855)(100000,150000)	JASDQU010099851.1	125000	715	0.420953
(1072,1280)(235012,235235)(200000,250000)	JASDQU010099851.1	225000	210	-0.020845
(1281,1666)(278951,279357)(250000,300000)	JASDQU010099851.1	275000	387	0.015965
(3082,6130)(261077,279224)(250000,300000)	JASDQU010099852.1	275000	3050	0.349132
(6131,7451)(313417,315288)(300000,350000)	JASDQU010099852.1	325000	1322	0.490716
(7452,9273)(807945,838086)(800000,850000)	JASDQU010099852.1	825000	1823	0.396676
(9274,9416)(897298,897481)(850000,900000)	JASDQU010099852.1	875000	144	-0.006429
(9417,9654)(938272,938515)(900000,950000)	JASDQU010099852.1	925000	239	0.154953
(9655,11686)(990192,992553)(950000,1000000)	JASDQU010099852.1	975000	2033	0.343878
(11687,13408)(1000703,1008185)(1000000,1050000)	JASDQU010099852.1	1025000	1723	0.404878
(501,616)(314910,315097)(300000,350000)	JASDQU010099857.1	325000	117	0.043625
(617,803)(464869,465093)(450000,500000)	JASDQU010099857.1	475000	188	0.002468
(804,878)(658725,658811)(650000,700000)	JASDQU010099857.1	675000	76	0.011105
(179,894)(190556,191284)(150000,200000)	JASDQU010099863.1	175000	717	0.635578
(895,3545)(213542,227617)(200000,250000)	JASDQU010099863.1	225000	2652	0.617679
(3546,3550)(320505,320541)(300000,350000)	JASDQU010099863.1	325000	6	0.047664
(3551,4177)(411594,412229)(400000,450000)	JASDQU010099863.1	425000	628	0.156113
(4178,4320)(527975,528143)(500000,550000)	JASDQU010099863.1	525000	144	0.018986
(4321,4913)(550414,552071)(550000,600000)	JASDQU010099863.1	575000	594	0.088641
(91,207)(159013,159135)(150000,200000)	JASDQU010099864.1	175000	118	0.059474
(208,344)(295909,296047)(250000,300000)	JASDQU010099864.1	275000	138	0.014472
(345,2807)(386146,388900)(350000,400000)	JASDQU010099864.1	375000	2464	0.195727
(2808,5008)(455563,492975)(450000,500000)	JASDQU010099864.1	475000	2202	0.317112
(83,716)(186972,194336)(150000,200000)	JASDQU010099868.1	175000	635	0.021946
(717,1430)(335292,337601)(300000,350000)	JASDQU010099868.1	325000	715	0.378689
(1431,4641)(352551,358901)(350000,400000)	JASDQU010099868.1	375000	3212	0.189513
(541,708)(206249,206425)(200000,250000)	JASDQU010099869.1	225000	169	-0.020804
(709,871)(258329,260305)(250000,300000)	JASDQU010099869.1	275000	164	0.046923
(1451,2181)(121028,121835)(100000,150000)	JASDQU010099871.1	125000	732	0.398688
(2182,2349)(185597,185813)(150000,200000)	JASDQU010099871.1	175000	169	0.028178
(8624,8636)(439072,439090)(400000,450000)	JASDQU010099872.1	425000	14	0.043990
(951,1727)(166398,167903)(150000,200000)	JASDQU010099874.1	175000	778	0.817219
(1728,1733)(201054,201059)(200000,250000)	JASDQU010099874.1	225000	7	0.042857
(1734,2076)(250791,286335)(250000,300000)	JASDQU010099874.1	275000	344	0.045640
(2077,2155)(300370,300739)(300000,350000)	JASDQU010099874.1	325000	80	0.102315
(2156,3049)(856257,879496)(850000,900000)	JASDQU010099874.1	875000	895	0.311760
(3050,3188)(922526,922673)(900000,950000)	JASDQU010099874.1	925000	140	0.143922
(710,983)(218715,219243)(200000,250000)	JASDQU010099875.1	225000	275	0.027252
(984,1250)(340096,340379)(300000,350000)	JASDQU010099875.1	325000	268	0.041248
(1251,1705)(361461,362100)(350000,400000)	JASDQU010099875.1	375000	456	0.672869
(299,2091)(596868,599263)(550000,600000)	JASDQU010099876.1	575000	1794	0.432762
(1,78)(589692,589780)(550000,600000)	JASDQU010099880.1	575000	79	0.005019
(79,728)(604639,649365)(600000,650000)	JASDQU010099880.1	625000	651	0.228490
(729,812)(711447,711545)(700000,750000)	JASDQU010099880.1	725000	85	0.614452
(454,1741)(214416,215744)(200000,250000)	JASDQU010099890.1	225000	1289	0.286833
(2245,2502)(413833,414098)(400000,450000)	JASDQU010099891.1	425000	259	0.103182
(2503,2652)(456890,457204)(450000,500000)	JASDQU010099891.1	475000	151	0.027252
(498,1106)(160311,192302)(150000,200000)	JASDQU010099893.1	175000	610	0.189753
(1107,1892)(209885,210848)(200000,250000)	JASDQU010099893.1	225000	787	0.032658
(1893,2015)(379877,380003)(350000,400000)	JASDQU010099893.1	375000	124	0.047225
(2016,2852)(596747,597600)(550000,600000)	JASDQU010099893.1	575000	838	0.316238
(2853,3612)(654675,655687)(650000,700000)	JASDQU010099893.1	675000	761	0.341855
(3613,6021)(730790,733485)(700000,750000)	JASDQU010099893.1	725000	2410	0.263602
(6022,6418)(780052,780463)(750000,800000)	JASDQU010099893.1	775000	398	0.020548
(6419,7523)(879240,886679)(850000,900000)	JASDQU010099893.1	875000	1106	0.311318
(90,608)(133641,134169)(100000,150000)	JASDQU010099894.1	125000	520	0.472791
(733,795)(381483,381553)(350000,400000)	JASDQU010099895.1	375000	64	0.062059
(973,2647)(159114,160820)(150000,200000)	JASDQU010099897.1	175000	1676	0.399541
(2648,3593)(284468,285414)(250000,300000)	JASDQU010099897.1	275000	947	0.368619
(3594,3626)(439162,439231)(400000,450000)	JASDQU010099897.1	425000	34	0.047297
(3627,3742)(509624,509741)(500000,550000)	JASDQU010099897.1	525000	117	0.051223
(103,3993)(262859,288391)(250000,300000)	JASDQU010099903.1	275000	3892	0.398926
(247,477)(188544,188774)(150000,200000)	JASDQU010099906.1	175000	232	0.052795
(76,682)(482626,483521)(450000,500000)	JASDQU010099908.1	475000	608	0.043953
(683,881)(600508,600825)(600000,650000)	JASDQU010099908.1	625000	200	0.024775
(882,1386)(688379,688898)(650000,700000)	JASDQU010099908.1	675000	506	0.203536
(1387,1405)(766656,766683)(750000,800000)	JASDQU010099908.1	775000	20	0.060597
(2143,4586)(234631,237779)(200000,250000)	JASDQU010099909.1	225000	2445	0.400869
(1115,1632)(313154,313681)(300000,350000)	JASDQU010099910.1	325000	519	0.048267
(310,401)(643749,643883)(600000,650000)	JASDQU010099911.1	625000	93	0.021497
(402,659)(655166,655487)(650000,700000)	JASDQU010099911.1	675000	259	0.311764
(660,780)(884002,884122)(850000,900000)	JASDQU010099911.1	875000	122	0.118713
(781,883)(906346,906461)(900000,950000)	JASDQU010099911.1	925000	104	0.543744
(884,2025)(1119030,1120176)(1100000,1150000)	JASDQU010099911.1	1125000	1143	0.045245
(202,1305)(114335,115467)(100000,150000)	JASDQU010099912.1	125000	1105	0.485704
(2,446)(448376,449117)(400000,450000)	JASDQU010099919.1	425000	446	0.144458
(447,730)(533013,533382)(500000,550000)	JASDQU010099919.1	525000	285	-0.000409
(31,682)(273958,274615)(250000,300000)	JASDQU010099923.1	275000	653	0.141356
(1173,3356)(727244,737162)(700000,750000)	JASDQU010099924.1	725000	2185	0.109055
(6,302)(343456,343891)(300000,350000)	JASDQU010099925.1	325000	298	0.698803
(330,534)(156116,156327)(150000,200000)	JASDQU010099928.1	175000	206	0.038573
(535,916)(249096,249765)(200000,250000)	JASDQU010099928.1	225000	383	0.044012
(383,538)(349842,349999)(300000,350000)	JASDQU010099931.1	325000	157	0.743797
(539,3127)(350000,352614)(350000,400000)	JASDQU010099931.1	375000	2590	0.692644
(3128,4653)(464772,467021)(450000,500000)	JASDQU010099931.1	475000	1527	0.428834
(4654,6310)(570319,577964)(550000,600000)	JASDQU010099931.1	575000	1658	0.327449
(6311,6950)(791804,792511)(750000,800000)	JASDQU010099931.1	775000	641	0.386282
(6951,7120)(858996,859182)(850000,900000)	JASDQU010099931.1	875000	171	0.040490
(7121,7914)(908185,909002)(900000,950000)	JASDQU010099931.1	925000	795	0.135770
(7915,8443)(1395292,1398001)(1350000,1400000)	JASDQU010099931.1	1375000	530	0.026952
(8444,9349)(1417798,1418741)(1400000,1450000)	JASDQU010099931.1	1425000	907	0.801636
(9350,10324)(1522360,1523399)(1500000,1550000)	JASDQU010099931.1	1525000	976	0.740514
